#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,50.86,45.98,2007.2,2350.8,0.9975
1BDP,51.5,45.36,2192.2,2111.4,0.996
2BDP,43.76,53.22,1991.8,2250.2,0.9906
4BDP,48.56,48.26,2022.4,2264.6,1.0
8BDP,44.86,52.06,1978.6,2270.6,0.9945
16BDP,46.04,50.72,2019.4,2299.4,0.9977
