#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,248.36,240.6,12028.2,11412.4,0.9997
1BDP,248.38,241.46,11408.8,11686.0,0.9998
2BDP,248.82,241.34,12053.0,11291.6,0.9998
4BDP,245.48,242.24,12266.2,11685.4,1.0
8BDP,247.96,242.1,11714.8,12062.8,0.9999
16BDP,242.44,247.3,11611.8,12166.6,0.9999
