#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,50.44,50.34,1969.0,1935.2,1.0
1BDP,50.5,50.18,1447.2,1674.2,1.0
2BDP,50.38,50.34,1816.6,1499.0,1.0
4BDP,50.24,50.5,835.4,2142.4,1.0
8BDP,51.04,49.74,836.4,583.0,0.9998
16BDP,50.06,50.68,494.8,935.0,1.0
