#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,12305.2,12104.6,122997.2,116862.0,0.9999
1BDP,12384.2,12223.0,145622.4,142471.8,1.0
2BDP,12186.6,12107.0,178839.4,167344.2,1.0
4BDP,11848.6,12298.0,199700.8,185259.8,0.9997
8BDP,12146.0,12022.0,153486.0,157850.0,1.0
16BDP,12123.0,12453.0,455.8,328.2,0.9998
