#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,500.64,492.92,3669.8,5551.0,0.9999
1BDP,494.84,493.86,4479.8,5264.0,1.0
2BDP,492.66,489.68,4246.2,2751.2,1.0
4BDP,491.74,503.12,2687.4,4127.8,0.9999
8BDP,489.22,484.26,3885.0,2800.0,1.0
16BDP,489.04,488.38,3467.4,3312.2,1.0
