#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,4681.6,4711.4,103265.0,101705.2,1.0
1BDP,4711.0,4780.6,102708.4,101121.2,0.9999
2BDP,4767.6,4806.6,102682.8,100659.4,1.0
4BDP,4687.4,4773.8,103449.6,101267.0,0.9999
8BDP,4640.0,4733.8,103946.4,101381.2,0.9999
16BDP,4700.6,4773.0,103190.0,101307.6,0.9999
