#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,4881.0,5068.0,34226.8,28288.0,0.9996
1BDP,4964.2,4967.8,40238.0,26895.2,1.0
2BDP,4944.0,5001.8,42792.2,28785.4,1.0
4BDP,5000.2,4931.0,34308.4,30708.8,1.0
8BDP,4941.2,5001.6,33453.6,28812.4,1.0
16BDP,5025.6,4917.0,30779.8,34935.0,0.9999
