#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,245.7,253.2,1432.0,2931.4,0.9998
1BDP,255.7,243.6,2457.6,1827.6,0.9994
2BDP,251.84,247.82,2199.8,1981.8,0.9999
4BDP,259.06,241.2,1996.2,1371.4,0.9987
8BDP,221.18,280.34,1334.8,1745.2,0.9863
16BDP,274.4,229.86,3545.8,3082.4,0.9923
