#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,242.7,254.6,5027.6,7112.2,0.9994
1BDP,253.9,243.6,6952.6,5008.8,0.9996
2BDP,251.06,246.76,6363.4,5428.4,0.9999
4BDP,254.96,242.54,6702.8,5186.4,0.9994
8BDP,253.86,243.56,6771.4,5255.4,0.9996
16BDP,244.3,253.12,4978.8,6783.4,0.9997
