#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,462.04,462.22,4092.8,4231.6,1.0
1BDP,460.08,463.84,4063.6,4211.8,1.0
2BDP,467.18,464.62,4473.0,3877.6,1.0
4BDP,464.74,459.28,4353.0,4018.4,1.0
8BDP,452.46,471.78,3648.6,4729.6,0.9996
16BDP,460.0,463.58,3803.6,4407.6,1.0
