#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,500.14,496.56,2832.2,3774.6,1.0
1BDP,495.14,502.36,1909.6,4369.8,0.9999
2BDP,508.64,489.62,3781.6,2000.6,0.9996
4BDP,498.34,500.76,2145.6,2216.0,1.0
8BDP,542.08,460.52,3172.8,2785.6,0.9934
16BDP,511.9,495.58,6793.8,6617.4,0.9997
