#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,4578.6,4604.2,101314.2,98481.8,1.0
1BDP,4699.2,4720.4,98833.6,96531.4,1.0
2BDP,4649.8,4694.8,99476.4,98046.2,1.0
4BDP,4649.4,4688.6,98780.8,98580.4,1.0
8BDP,4621.6,4675.0,99195.0,97338.4,1.0
16BDP,4602.4,4652.4,99075.4,100005.6,1.0
