#bws,alg1_mean_throughput_2BDP,alg2_mean_throughput_2BDP,alg1_mean_retx_packets_2BDP,alg2_mean_retx_packets_2BDP,fairness_2BDP,alg1_mean_throughput_16BDP,alg2_mean_throughput_16BDP,alg1_mean_retx_packets_16BDP,alg2_mean_retx_packets_16BDP,fairness_16BDP
100mbps,50.42,50.36,1394.4,1270.2,1.0,50.32,50.5,457.8,580.8,1.0
500mbps,234.3,234.6,1895.2,1643.2,1.0,236.72,239.88,878.8,1261.8,1.0
1gbps,467.78,463.44,3009.4,2365.8,1.0,464.58,462.72,2629.2,2233.2,1.0
10gbps,4866.8,4912.6,24056.2,32290.8,1.0,4914.8,4887.4,29406.0,26992.6,1.0
25gbps,10640.6,10640.8,67181.0,65378.6,1.0,10190.4,10249.0,71328.6,68319.8,1.0
