#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,49.76,50.98,644.6,1647.4,0.9999
1BDP,50.3,50.48,1287.4,1287.6,1.0
2BDP,50.42,50.36,1394.4,1270.2,1.0
4BDP,49.98,50.84,391.8,1284.0,0.9999
8BDP,49.74,51.06,216.8,725.6,0.9998
16BDP,50.32,50.5,457.8,580.8,1.0
