#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,238.34,240.22,8059.4,8596.4,1.0
1BDP,236.74,241.86,7761.8,8993.4,0.9999
2BDP,234.88,244.0,6982.0,9775.2,0.9996
4BDP,240.26,238.42,8592.2,8215.6,1.0
8BDP,238.5,240.28,8037.2,8672.4,1.0
16BDP,237.86,240.8,8108.2,8698.6,1.0
