#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,10669.8,10894.4,66676.2,66647.2,0.9999
1BDP,10432.8,10742.8,69619.4,64878.8,0.9998
2BDP,10640.6,10640.8,67181.0,65378.6,1.0
4BDP,10572.8,10194.8,64979.0,66419.6,0.9997
8BDP,10371.0,10358.0,67403.8,69673.4,1.0
16BDP,10190.4,10249.0,71328.6,68319.8,1.0
