#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,502.16,494.48,3470.0,2862.0,0.9999
1BDP,499.36,497.82,2302.2,2951.4,1.0
2BDP,516.66,481.46,3374.4,914.4,0.9988
4BDP,512.88,488.44,2585.4,1948.4,0.9994
8BDP,594.7,412.88,6023.4,1973.8,0.9685
16BDP,602.8,414.62,10029.4,4838.0,0.9669
