#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,3581.4,3621.0,27414.4,26703.0,1.0
1BDP,3608.8,3666.0,26770.4,26779.8,0.9999
2BDP,3633.4,3662.6,26443.0,27051.0,1.0
4BDP,3633.6,3683.4,26705.0,26449.6,1.0
8BDP,3624.6,3685.6,27522.2,26042.8,0.9999
16BDP,3566.4,3621.0,27040.0,27332.6,0.9999
