#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,48.94,51.78,2226.6,2403.4,0.9992
1BDP,48.0,52.66,1852.0,3052.6,0.9979
2BDP,48.14,52.54,1761.8,2974.6,0.9981
4BDP,48.66,52.06,1998.4,2677.8,0.9989
8BDP,49.86,50.78,2218.2,2378.6,0.9999
16BDP,48.66,52.02,2164.6,2527.6,0.9989
