#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,4644.4,5311.4,22634.4,21388.4,0.9955
1BDP,4136.0,5829.2,20200.0,17917.2,0.9719
2BDP,3110.8,6865.4,11749.4,18734.4,0.8759
4BDP,2220.8,7777.8,19381.8,19594.8,0.764
8BDP,1806.04,8224.6,64068.2,25290.0,0.7095
16BDP,1713.82,8334.6,45408.6,37780.0,0.6973
