#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,3643.0,3635.8,26683.6,27391.8,1.0
1BDP,3644.2,3659.2,26325.0,27076.4,1.0
2BDP,3646.6,3661.0,26344.2,27460.0,1.0
4BDP,3610.4,3653.8,26031.0,27593.0,1.0
8BDP,3567.0,3589.4,26488.0,27590.6,1.0
16BDP,3571.2,3623.4,26043.2,28742.6,0.9999
