#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,4739.2,5151.0,32221.2,25247.4,0.9983
1BDP,4722.4,5169.2,23532.4,31755.4,0.998
2BDP,4726.2,5168.8,27528.4,32041.2,0.998
4BDP,4759.2,5139.4,36166.2,25701.2,0.9985
8BDP,4731.4,5166.8,27040.4,30530.8,0.9981
16BDP,4742.8,5144.4,26777.4,29983.8,0.9984
