#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,219.04,222.0,3491.6,3077.0,1.0
1BDP,215.06,226.2,3196.6,3302.4,0.9994
2BDP,217.86,223.1,3307.0,3169.8,0.9999
4BDP,219.46,221.34,3441.4,3094.4,1.0
8BDP,221.32,219.28,3693.6,2687.4,1.0
16BDP,219.2,221.6,3433.6,3036.0,1.0
