#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,232.68,258.5,1744.2,3620.8,0.9972
1BDP,231.62,257.22,2419.2,1613.2,0.9973
2BDP,231.2,259.46,1519.8,2318.4,0.9967
4BDP,229.56,258.7,1041.8,1344.4,0.9965
8BDP,232.18,257.5,1252.6,1002.8,0.9973
16BDP,234.5,256.4,1319.0,741.8,0.998
