#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,5059.2,4906.8,118166.8,137064.6,0.9998
1BDP,5025.8,4937.8,113151.8,143016.4,0.9999
2BDP,5037.8,4931.8,130397.4,124167.4,0.9999
4BDP,4993.6,4972.6,127684.4,118908.8,1.0
8BDP,5047.4,4920.8,117122.6,134405.8,0.9998
16BDP,4996.2,4967.0,121507.0,131302.0,1.0
