#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,6578.4,6686.8,488511.6,477694.0,0.9999
1BDP,6686.8,6609.0,486529.4,471651.6,1.0
2BDP,6599.2,6543.8,485103.6,471041.6,1.0
4BDP,6680.6,6607.2,486986.4,471075.6,1.0
8BDP,6586.0,6568.8,485564.2,474387.8,1.0
16BDP,6527.8,6558.8,475234.4,479106.0,1.0
