#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,47.26,52.88,1863.2,2981.6,0.9969
1BDP,50.84,49.32,2535.4,2650.2,0.9998
2BDP,50.64,49.5,2479.4,2426.2,0.9999
4BDP,49.64,50.48,2276.6,2788.8,0.9999
8BDP,48.1,51.3,2134.0,2365.4,0.999
16BDP,47.72,52.48,2105.4,2884.0,0.9977
