#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,489.66,507.98,19344.0,20583.6,0.9997
1BDP,485.42,512.34,18486.8,20115.8,0.9993
2BDP,478.32,519.2,17873.2,21379.4,0.9983
4BDP,468.36,529.28,17468.0,21172.2,0.9963
8BDP,503.98,493.72,19537.4,18821.2,0.9999
16BDP,499.6,471.36,21069.4,18065.8,0.9992
