#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,49.94,51.76,3711.0,4680.8,0.9997
1BDP,51.28,49.74,4293.8,3027.4,0.9998
2BDP,50.2,51.44,3764.8,4539.0,0.9999
4BDP,51.62,50.04,4522.0,3769.6,0.9998
8BDP,53.36,48.3,5698.6,2342.0,0.9975
16BDP,48.06,51.86,2979.4,3715.6,0.9986
