#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,256.34,243.84,10285.6,2079.4,0.9994
1BDP,251.58,242.18,10618.4,6623.4,0.9996
2BDP,255.14,244.72,7619.4,2226.0,0.9996
4BDP,254.08,245.62,4655.4,1826.4,0.9997
8BDP,254.9,244.96,5073.2,1599.6,0.9996
16BDP,257.8,242.34,5360.8,1069.6,0.999
