#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,8743.0,1212.12,328751.4,53561.8,0.636
1BDP,8737.2,1219.06,327502.2,55185.8,0.6369
2BDP,8745.2,1213.8,325794.0,53672.6,0.6362
4BDP,8752.2,1200.5,332115.4,53244.8,0.6346
8BDP,8758.6,1199.32,331219.2,52941.4,0.6344
16BDP,8741.0,1219.34,327050.6,55229.8,0.6368
