#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,68.92,32.16,2662.4,2527.2,0.8832
1BDP,71.12,30.0,3784.2,2248.8,0.8581
2BDP,73.7,27.74,5519.0,1121.2,0.8297
4BDP,72.88,28.4,4383.0,1715.8,0.8383
8BDP,70.22,30.98,3494.0,1912.2,0.8693
16BDP,73.52,27.76,4938.2,1332.4,0.8305
