#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,6532.6,3393.4,64490.0,32874.2,0.9091
1BDP,5848.0,4124.6,43041.8,27404.0,0.971
2BDP,5442.2,4536.8,29976.0,23875.0,0.9918
4BDP,5498.8,4508.0,43858.8,27676.6,0.9903
8BDP,3856.24,6169.6,33552.2,46048.4,0.9495
16BDP,2637.72,7401.8,25110.6,70102.8,0.8162
