#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,412.16,85.68,10722.2,3491.6,0.6993
1BDP,412.44,85.72,10433.0,3582.2,0.6992
2BDP,413.1,84.7,10682.2,3379.6,0.6968
4BDP,414.2,83.88,10843.4,3482.6,0.6945
8BDP,414.26,83.68,11224.4,3297.6,0.6941
16BDP,415.0,83.0,11247.8,3239.0,0.6923
