#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,251.32,249.66,58549.6,54484.4,1.0
1BDP,250.76,250.44,54060.4,54299.6,1.0
2BDP,250.36,251.28,43992.8,46611.6,1.0
4BDP,250.7,251.32,42457.4,43635.0,1.0
8BDP,251.64,250.58,43496.8,41907.4,1.0
16BDP,251.66,250.62,43394.4,41659.0,1.0
