#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,11591.8,12355.0,5500439.8,6071966.6,0.999
1BDP,12250.0,11002.6,4475594.2,4008335.0,0.9971
2BDP,11795.4,11596.4,12316.8,12805.2,0.9999
4BDP,12038.4,11304.6,1013.8,248.4,0.999
8BDP,11947.2,11620.0,748.2,219.2,0.9998
16BDP,12042.8,11549.4,843.0,250.6,0.9996
