#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,5232.32,4548.1,2744459.8,2361263.2,0.9951
1BDP,4794.32,4978.04,2507302.4,2615757.6,0.9996
2BDP,4821.42,4977.76,2498998.6,2583687.0,0.9997
4BDP,5920.52,3913.58,3021384.4,2104525.0,0.96
8BDP,4566.1,5226.42,2403574.2,2713512.4,0.9955
16BDP,5165.26,4633.22,2935306.0,2508591.2,0.9971
