#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,132.85,355.25,58870.8,93007.0,0.8281
1BDP,202.48,285.14,67390.0,89017.2,0.9721
2BDP,287.93,199.72,88937.4,66699.4,0.9683
4BDP,437.58,50.12,116818.6,38635.6,0.613
8BDP,199.43,287.76,64982.4,87068.2,0.9682
16BDP,45.75,441.92,34302.4,115546.6,0.6024
