#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,12395.6,9163.54,2754613.2,101269.2,0.978
1BDP,11862.0,8976.7,2677001.4,106714.4,0.9812
2BDP,12161.6,9119.6,2704703.4,108644.6,0.98
4BDP,11807.0,9089.0,2610890.4,96307.6,0.9834
8BDP,11798.4,9151.4,2657485.0,99378.2,0.9843
16BDP,11839.8,9301.6,2684163.4,99508.4,0.9858
