#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,9497.2,144.27,4695140.0,100687.6,0.5152
1BDP,9496.2,163.96,4724209.6,107051.0,0.5173
2BDP,9498.0,155.21,4714214.8,103589.0,0.5163
4BDP,9490.92,163.73,4719709.6,105051.4,0.5172
8BDP,9462.92,152.78,4689659.4,101509.4,0.5161
16BDP,9450.24,164.15,4676294.0,105966.4,0.5174
