#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,490.36,4.56,152888.8,16529.2,0.5093
1BDP,490.98,3.31,155049.2,9736.0,0.5067
2BDP,490.43,4.89,154833.8,14060.8,0.51
4BDP,489.82,4.98,149480.8,11852.8,0.5102
8BDP,490.92,3.6,153605.6,14014.0,0.5073
16BDP,491.01,2.98,161079.2,11490.8,0.5061
