#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,22685.6,1612.96,2084935.0,157010.4,0.5707
1BDP,22782.2,1473.94,1657597.8,96498.6,0.5644
2BDP,15367.2,9010.6,185720.2,74817.4,0.9363
4BDP,10181.0,13777.2,48168.6,56506.4,0.978
8BDP,10128.6,14218.6,26713.4,38767.0,0.9726
16BDP,9466.8,14673.6,450.4,8162.0,0.9555
