#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,93.42,5.14,20507.6,1429.6,0.5549
1BDP,93.9,4.56,20902.8,1053.4,0.5484
2BDP,93.94,4.57,21231.2,1148.0,0.5485
4BDP,93.56,5.07,20901.8,1416.4,0.554
8BDP,93.66,4.93,20937.8,1307.8,0.5525
16BDP,93.46,5.15,20563.4,1403.8,0.5549
