#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,9655.0,166.18,4906497.6,110474.4,0.5172
1BDP,9658.4,146.81,4815964.0,101439.6,0.5152
2BDP,9635.52,149.34,4871732.6,107728.2,0.5155
4BDP,9640.6,154.36,4839219.8,105336.4,0.516
8BDP,9631.78,144.0,4855492.0,104886.2,0.5149
16BDP,9337.8,359.58,4774995.2,107743.4,0.5385
