#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,11131.8,10882.6,89910.0,67538.6,0.9999
1BDP,10794.8,10880.0,96652.0,60857.8,1.0
2BDP,10668.0,10627.6,84752.6,73443.6,1.0
4BDP,10785.4,10369.2,89835.8,68749.2,0.9996
8BDP,10726.2,10800.4,86908.6,72204.8,1.0
16BDP,10816.0,10324.6,85219.0,72681.8,0.9995
