#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,63.36,37.34,4589.4,2692.8,0.9374
1BDP,63.66,37.04,4803.8,2598.8,0.9347
2BDP,60.96,39.74,3152.2,3651.8,0.9575
4BDP,63.66,37.04,4789.2,2760.6,0.9347
8BDP,63.26,37.44,4625.6,2303.6,0.9383
16BDP,62.5,38.16,4225.4,3002.8,0.9448
