#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,50.0,50.7,1999.4,1409.0,1.0
1BDP,49.88,50.94,601.6,2408.6,0.9999
2BDP,49.84,50.94,1555.4,1873.2,0.9999
4BDP,48.92,51.88,310.8,2149.6,0.9991
8BDP,50.24,50.62,719.6,726.2,1.0
16BDP,49.6,51.24,449.0,1280.2,0.9997
