#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,4717.8,4582.0,103062.0,99308.2,0.9998
1BDP,4729.4,4566.2,103425.2,98042.0,0.9997
2BDP,4769.8,4620.2,103299.2,97434.4,0.9997
4BDP,4875.2,4710.2,101255.6,98282.8,0.9997
8BDP,4831.4,4649.2,102442.6,96816.2,0.9996
16BDP,4748.2,4623.8,102305.8,99574.8,0.9998
