#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,491.16,504.4,4225.4,3476.2,0.9998
1BDP,488.44,508.04,3282.8,6382.0,0.9996
2BDP,488.56,508.06,2520.6,5024.6,0.9996
4BDP,485.12,510.62,2821.0,3382.6,0.9993
8BDP,491.04,505.36,2947.2,2673.8,0.9998
16BDP,490.0,506.28,2503.2,4182.0,0.9997
