#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,525.6,395.22,6655.2,4791.8,0.9803
1BDP,524.66,396.74,6516.2,5004.0,0.9811
2BDP,526.1,394.42,6534.8,4992.0,0.9799
4BDP,531.1,389.4,6783.0,4484.8,0.9769
8BDP,518.78,402.3,6181.0,5410.4,0.9843
16BDP,520.52,400.7,6207.8,5333.0,0.9834
