#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,60.06,38.82,1633.2,1523.2,0.9559
1BDP,61.3,37.58,1882.2,1197.6,0.9456
2BDP,61.16,37.88,1933.8,1209.4,0.9476
4BDP,61.08,37.98,1685.2,1427.6,0.9484
8BDP,60.08,38.86,1815.4,1364.8,0.956
16BDP,60.84,38.06,2079.4,1170.0,0.9496
