#BDP,alg1_mean_throughput,alg2_mean_throughput,alg1_mean_retx_packets,alg2_mean_retx_packets,fairness_index
0.5BDP,289.46,209.4,3033.2,2898.6,0.9749
1BDP,292.22,207.86,2056.8,4191.0,0.9723
2BDP,307.96,191.72,3850.4,2501.0,0.9487
4BDP,300.28,200.24,3635.0,2091.6,0.9616
8BDP,291.72,210.92,4244.4,1785.2,0.9748
16BDP,274.2,236.06,9289.6,2489.0,0.9944
