#bws,#bw_num,alg1_mean_throughput_2BDP,alg2_mean_throughput_2BDP,alg1_mean_retx_packets_2BDP,alg2_mean_retx_packets_2BDP,fairness_2BDP,alg1_mean_throughput_16BDP,alg2_mean_throughput_16BDP,alg1_mean_retx_packets_16BDP,alg2_mean_retx_packets_16BDP,fairness_16BDP
100mbps,100,60.96,39.74,3152.2,3651.8,0.9575,62.5,38.16,4225.4,3002.8,0.9448
500mbps,500,303.94,187.02,12480.0,6935.8,0.9463,298.58,191.42,12165.4,7415.8,0.9544
1gbps,1000,596.48,382.54,14670.8,9925.2,0.9544,586.56,393.9,13584.6,10909.6,0.9628
10gbps,10000,3973.8,3323.6,35804.6,29413.8,0.9921,4022.8,3378.8,35265.4,27551.0,0.9925
25gbps,25000,4769.8,4620.2,103299.2,97434.4,0.9997,4748.2,4623.8,102305.8,99574.8,0.9998
